m_constraints,family,component,repeat,value,unit,batch_size,iterations
160,rank4,10000_samples,6,0.1361602998804301,seconds,10000,1
160,rank4,peak_memory,0,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,1,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,2,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,3,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,4,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,5,94.9375,MiB_peak_RSS,512,20
160,rank4,peak_memory,6,94.9375,MiB_peak_RSS,512,20
160,rank8,objective_gradient,0,0.02400530013255775,seconds,512,1
160,rank8,objective_gradient,1,0.023141700075939298,seconds,512,1
160,rank8,objective_gradient,2,0.022022099932655692,seconds,512,1
160,rank8,objective_gradient,3,0.02154959994368255,seconds,512,1
160,rank8,objective_gradient,4,0.022143200039863586,seconds,512,1
160,rank8,objective_gradient,5,0.021903600078076124,seconds,512,1
160,rank8,objective_gradient,6,0.02244929992593825,seconds,512,1
160,rank8,1000_iterations,0,1.7533299999777228,seconds,8,1000
160,rank8,1000_iterations,1,1.5073258001357317,seconds,8,1000
160,rank8,1000_iterations,2,1.5975255998782814,seconds,8,1000
160,rank8,1000_iterations,3,1.9593685998115689,seconds,8,1000
160,rank8,1000_iterations,4,1.6722825998440385,seconds,8,1000
160,rank8,1000_iterations,5,1.64607989997603,seconds,8,1000
160,rank8,1000_iterations,6,1.3076949000824243,seconds,8,1000
160,rank8,10000_samples,0,0.0954626000020653,seconds,10000,1
160,rank8,10000_samples,1,0.09946849988773465,seconds,10000,1
160,rank8,10000_samples,2,0.09656150010414422,seconds,10000,1
160,rank8,10000_samples,3,0.09668929991312325,seconds,10000,1
160,rank8,10000_samples,4,0.09751390013843775,seconds,10000,1
160,rank8,10000_samples,5,0.09880769997835159,seconds,10000,1
160,rank8,10000_samples,6,0.10183240007609129,seconds,10000,1
160,rank8,peak_memory,0,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,1,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,2,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,3,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,4,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,5,94.20703125,MiB_peak_RSS,512,20
160,rank8,peak_memory,6,94.20703125,MiB_peak_RSS,512,20
