method,reverse_kl,reverse_kl_se,forward_kl,forward_kl_se,tv,tv_se,average_marginal_w1,sliced_w1,mean_relative_error,covariance_relative_error,metric_available,unavailable_reason,experiment,case,data_seed,m_constraints,normalizer_reliable,reference_reliable,logz,validation_elbo,normalized_gradient,converged,wall_time_seconds,jacobian_log_q01,jacobian_log_q50,jacobian_log_q99,minimum_derivative
EP-GP,inf,0.0,1.2917632094329063,0.001979519658644582,0.7082245646331876,0.0011754788554306924,0.0583708605487826,0.07062351391756704,0.0807162252842201,0.43970567155556206,True,,main,sigmoid,1,5,True,True,-2.1104284468345247,,,,,,,,
CTVGP,0.40890933744956337,0.0028228593169873713,1.3346318559712738,0.02708426165927399,0.32236889943427577,0.0013110626339174767,0.017827238880944445,0.010813345721338316,0.005314760785393178,0.09369461332466036,True,,main,sigmoid,1,5,True,True,-2.1104284468345247,-2.522065766410269,0.00026928828960265654,True,4.874246699968353,-4.01178545003458,-1.4312522813469146,-0.08692560840942701,0.002153449259161464
Standard GP,inf,0.0,4.448161417345546,5.127985964167805e-18,0.9882999412678078,0.0,0.2407825405796271,0.22384558316417305,0.24585157573922523,1.076259747435911,True,,main,sigmoid,2,5,True,True,-4.448161417345547,,,,,,,,
Projection GP,inf,0.0,4.448161417345546,5.127985964167805e-18,0.9882999412678078,0.0,0.2407825405796271,0.22384558316417305,0.24585157573922523,1.076259747435911,True,,main,sigmoid,2,5,True,True,-4.448161417345547,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.44431220188674614,0.6416157028364855,0.645692630761156,1.0,True,,main,sigmoid,2,5,True,True,-4.448161417345547,,,,,,,,
EP-GP,inf,0.0,2.360794703264234,0.0020698591715544367,0.899282288007478,0.0005063839976163782,0.10951609575233645,0.11923834384949375,0.11922285147137612,0.709498320394619,True,,main,sigmoid,2,5,True,True,-4.448161417345547,,,,,,,,
CTVGP,0.4045538701705764,0.0029851091615079386,0.9676729507857937,0.01809998147797323,0.31583841745109287,0.0012781944992886303,0.01681647605037483,0.009447755268164357,0.0015804888648666613,0.08300003939963371,True,,main,sigmoid,2,5,True,True,-4.448161417345547,-4.846109771693412,0.0003230565685284824,True,3.707060599932447,-4.1939534147836675,-1.7892045632785631,-0.05828062838201626,0.0010539675155263528
Standard GP,inf,0.0,3.513672478796515,5.662594609309943e-18,0.9702126799826576,0.0,0.0922660133274352,0.08279287766846084,0.1074424672283102,2.310381034228346,True,,main,sigmoid,3,5,True,True,-3.513672478796516,,,,,,,,
Projection GP,inf,0.0,3.513672478796515,5.662594609309943e-18,0.9702126799826576,0.0,0.0922660133274352,0.08279287766846084,0.1074424672283102,2.310381034228346,True,,main,sigmoid,3,5,True,True,-3.513672478796516,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.21865377859714658,0.23770562507781015,0.440912657793484,1.0,True,,main,sigmoid,3,5,True,True,-3.513672478796516,,,,,,,,
EP-GP,inf,0.0,2.9903798735514875,0.0010349999531819563,0.9489494363653961,0.00025036967660646824,0.07392854883649659,0.06765777066109609,0.07767433317842089,1.892336977030616,True,,main,sigmoid,3,5,True,True,-3.513672478796516,,,,,,,,
CTVGP,0.6098974211093271,0.004077296331690403,1.6695308445341415,0.026231080939487037,0.3914516076448124,0.0014529634878104407,0.009799396356038898,0.007513271687355865,0.0050225736311684714,0.15180131760672963,True,,main,sigmoid,3,5,True,True,-3.513672478796516,-4.125402114243343,0.0016143085073641876,True,9.970213999971747,-4.706723487974338,-2.66077344046301,-0.18946689332396818,0.0018198879557144551
Standard GP,inf,0.0,6.840981980652166,5.859607549280944e-18,0.9989309469054206,0.0,0.11291167667663242,0.1093359648973035,0.17403123486466984,1.619948767223822,True,,main,sigmoid,4,5,True,True,-6.840981980652167,,,,,,,,
Projection GP,inf,0.0,6.840981980652166,5.859607549280944e-18,0.9989309469054206,0.0,0.11291167667663242,0.1093359648973035,0.17403123486466984,1.619948767223822,True,,main,sigmoid,4,5,True,True,-6.840981980652167,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.2151776009423188,0.267266223521923,0.4732317826049417,1.0,True,,main,sigmoid,4,5,True,True,-6.840981980652167,,,,,,,,
EP-GP,inf,0.0,6.282139445532513,0.000708969122076309,0.9981138848733035,9.552581084602039e-06,0.1015897869836172,0.09375374309677635,0.1544680360318655,1.4226409265341584,True,,main,sigmoid,4,5,True,True,-6.840981980652167,,,,,,,,
CTVGP,0.7404685679438012,0.0043835846678633925,2.3745079919304213,0.04273464745714492,0.4456413952162504,0.0014870652868340533,0.010753760561682731,0.011933857227978718,0.0015930198823036882,0.5711474453232767,True,,main,sigmoid,4,5,True,True,-6.840981980652167,-7.583610062372159,0.0004097648949182455,True,8.771256499923766,-5.821674446479179,-3.055841775633948,-0.20973164887664236,0.0004185967046479891
Standard GP,inf,0.0,6.832505731808316,1.0462641378546418e-17,0.9989218468326071,0.0,0.16104866839829673,0.14281604913057425,0.19175089078889768,1.9169717478476562,True,,main,sigmoid,5,5,True,True,-6.832505731808318,,,,,,,,
Projection GP,inf,0.0,6.832505731808316,1.0462641378546418e-17,0.9989218468326071,0.0,0.16104866839829673,0.14281604913057425,0.19175089078889768,1.9169717478476562,True,,main,sigmoid,5,5,True,True,-6.832505731808318,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.30572212876661886,0.4101911440135077,0.5692997600071759,1.0,True,,main,sigmoid,5,5,True,True,-6.832505731808318,,,,,,,,
EP-GP,inf,0.0,5.600574391453751,0.0010551119039709314,0.996240661110584,1.9373157946206945e-05,0.13141425872183984,0.11996343783274929,0.15467053009216233,1.6378283164178231,True,,main,sigmoid,5,5,True,True,-6.832505731808318,,,,,,,,
CTVGP,0.45528596425373014,0.0038038211305122024,1.0609234825269673,0.01838930617997365,0.3351320672320316,0.0013125696712623497,0.007952986109797316,0.005674750789060461,0.002268910451838722,0.1295314079322246,True,,main,sigmoid,5,5,True,True,-6.832505731808318,-7.289313666808807,0.0005491565805877981,True,7.243548800004646,-5.220973463695806,-2.8493782914928607,-0.1268333980673781,0.0006925055331713331
Standard GP,inf,0.0,4.387888652639601,1.025597192833561e-17,0.9875730608732782,0.0,0.2216918459947733,0.23160970724578056,0.24022080521853315,0.7509601757873298,True,,main,sigmoid,6,5,True,True,-4.3878886526395995,,,,,,,,
Projection GP,inf,0.0,4.387888652639601,1.025597192833561e-17,0.9875730608732782,0.0,0.2216918459947733,0.23160970724578056,0.24022080521853315,0.7509601757873298,True,,main,sigmoid,6,5,True,True,-4.3878886526395995,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.5386976053814608,0.6040921991473267,0.6737596934588023,1.0,True,,main,sigmoid,6,5,True,True,-4.3878886526395995,,,,,,,,
EP-GP,inf,0.0,2.4942088915108362,0.0018534537332616976,0.9133586906779687,0.0004318456126367797,0.10794401081442548,0.13164582948848302,0.13164951589626608,0.5054161378324882,True,,main,sigmoid,6,5,True,True,-4.3878886526395995,,,,,,,,
CTVGP,0.35285630163493575,0.0026907093752103956,1.0099435600495754,0.022225325087742175,0.2904878620292097,0.0012493646923405547,0.01816188893939232,0.01089535706233005,0.0062416157884274135,0.051830030865862034,True,,main,sigmoid,6,5,True,True,-4.3878886526395995,-4.732857735758692,0.005658860942133407,True,5.522125600138679,-4.400883444543094,-1.2683387553367664,-0.05882287109861875,0.0016250793502800792
Standard GP,inf,0.0,4.916528263902835,4.186983006788382e-20,0.9926754844581884,0.0,0.14206805215364182,0.1422474288726937,0.19190615772628902,0.9215627509865618,True,,main,sigmoid,7,5,True,True,-4.916528263902835,,,,,,,,
Projection GP,inf,0.0,4.916528263902835,4.186983006788382e-20,0.9926754844581884,0.0,0.14206805215364182,0.1422474288726937,0.19190615772628902,0.9215627509865618,True,,main,sigmoid,7,5,True,True,-4.916528263902835,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.373683630933262,0.46784518410618564,0.6081775841166982,1.0,True,,main,sigmoid,7,5,True,True,-4.916528263902835,,,,,,,,
EP-GP,inf,0.0,3.4216287055110355,0.0015273180415222621,0.9661389174232252,0.00017456267011286972,0.09669732425823792,0.10571407435615116,0.13393495986660614,0.7794746777016973,True,,main,sigmoid,7,5,True,True,-4.916528263902835,,,,,,,,
CTVGP,0.4102731700213642,0.0030966793390450795,1.1769430805349206,0.023490155046160928,0.3202345064367634,0.0013039532995484837,0.012002606326710304,0.007466838863926122,0.0037860193480860806,0.06703908286164872,True,,main,sigmoid,7,5,True,True,-4.916528263902835,-5.327205879055954,0.00042373774751205604,True,5.251286200014874,-4.704217291815784,-2.0481029018851395,-0.10361907497547562,0.0012882554428854712
Standard GP,inf,0.0,5.13544723311035,6.274470297821701e-18,0.9941155807904751,0.0,0.09451461279617461,0.09533163434137033,0.10283761659504623,2.1518734450857884,True,,main,sigmoid,8,5,True,True,-5.135447233110349,,,,,,,,
Projection GP,inf,0.0,5.13544723311035,6.274470297821701e-18,0.9941155807904751,0.0,0.09451461279617461,0.09533163434137033,0.10283761659504623,2.1518734450857884,True,,main,sigmoid,8,5,True,True,-5.135447233110349,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.28870150560229824,0.36325547499678557,0.5151378127328823,1.0,True,,main,sigmoid,8,5,True,True,-5.135447233110349,,,,,,,,
EP-GP,inf,0.0,4.453693885950428,0.0009243780176350974,0.9882000558562426,5.9816716501552545e-05,0.08174688487383537,0.07393733008577665,0.08484700590471118,1.9058392296332312,True,,main,sigmoid,8,5,True,True,-5.135447233110349,,,,,,,,
CTVGP,0.49777914124958755,0.004004749554622943,1.19357767296436,0.02009556906371291,0.3422071563629953,0.0013602730869014703,0.006788635456317858,0.004544958670063794,0.0027064862325820588,0.07278848363761889,True,,main,sigmoid,8,5,True,True,-5.135447233110349,-5.626982088377604,0.0010830782253030303,True,11.00979940011166,-5.2312758121645,-3.002319453849327,-0.1357150187576067,0.0007332770000697035
Standard GP,inf,0.0,5.655598993300435,5.607744371216273e-18,0.996502122745866,0.0,0.2330494717591825,0.22729358545643558,0.2561240865097932,1.2635181537255469,True,,main,sigmoid,9,5,True,True,-5.655598993300436,,,,,,,,
Projection GP,inf,0.0,5.655598993300435,5.607744371216273e-18,0.996502122745866,0.0,0.2330494717591825,0.22729358545643558,0.2561240865097932,1.2635181537255469,True,,main,sigmoid,9,5,True,True,-5.655598993300436,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.39271744005048986,0.4969093305668117,0.6157939689080264,1.0,True,,main,sigmoid,9,5,True,True,-5.655598993300436,,,,,,,,
EP-GP,inf,0.0,3.2918019863260213,0.001804236811914809,0.9609984942007496,0.00020579717890914108,0.12944822356132782,0.13268638977460429,0.14410462809965974,0.9100711076863435,True,,main,sigmoid,9,5,True,True,-5.655598993300436,,,,,,,,
CTVGP,0.3907239622747456,0.00304951169760304,0.8826283848206546,0.016601343485717693,0.3092184358517168,0.001257466997714058,0.014621496548897462,0.00957622022337616,0.0036354063915635224,0.08282641827627633,True,,main,sigmoid,9,5,True,True,-5.655598993300436,-6.044433588149923,0.0031844852947495905,True,4.627825699979439,-4.41624093878804,-2.1132201720803243,-0.07038852178848008,0.0014044431734817429
